"id","corpus","area","title","url","year","source_type","priority","status","why_it_matters","source_file"
"eng-proto-mcp-repo","engineering","protocol","modelcontextprotocol/modelcontextprotocol","https://github.com/modelcontextprotocol/modelcontextprotocol","","repo","A","search-verified","Spec, docs, schema source of truth.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-spec","engineering","protocol","MCP specification","https://modelcontextprotocol.io/specification/","","official-spec","A","fetched","Agent-to-tool/context protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-openapi","engineering","protocol","OpenAPI specification","https://spec.openapis.org/oas/latest.html","","standard","A","known-primary","HTTP API/tool surface modeling.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-agent-client","engineering","protocol-client","Agent Client Protocol","https://agentclientprotocol.com/","","spec","A","search-verified","Editor/CLI to coding agent protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-agent-client-repo","engineering","protocol-client","zed-industries/agent-client-protocol","https://github.com/zed-industries/agent-client-protocol","","repo","A","search-verified","ACP spec and implementations.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-js","engineering","protocol-sdk","A2A JavaScript SDK","https://github.com/a2aproject/a2a-js","","repo","A","known-primary","JS/TS implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2a-python","engineering","protocol-sdk","A2A Python SDK","https://github.com/a2aproject/a2a-python","","repo","A","known-primary","Python implementation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-python-sdk","engineering","protocol-sdk","modelcontextprotocol/python-sdk","https://github.com/modelcontextprotocol/python-sdk","","repo","A","known-primary","Official Python SDK.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-ts-sdk","engineering","protocol-sdk","modelcontextprotocol/typescript-sdk","https://github.com/modelcontextprotocol/typescript-sdk","","repo","A","known-primary","Official TS SDK.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-mcp-inspector","engineering","protocol-tool","MCP Inspector","https://github.com/modelcontextprotocol/inspector","","repo","B","known-primary","Debugging and conformance aid.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2ui-mcp","engineering","protocol-ui","A2UI over MCP","https://github.com/google/A2UI/blob/main/docs/guides/a2ui_over_mcp.md","","guide","A","search-verified","A2UI payloads over MCP resources/tools.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-a2ui-repo","engineering","protocol-ui","google/A2UI","https://github.com/google/A2UI","","repo","A","search-verified","Declarative UI generated by agents.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-ag-ui","engineering","protocol-ui","AG-UI docs","https://docs.ag-ui.com/","","official-doc","A","known-primary","Agent-to-UI event stream protocol.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-ag-ui-repo","engineering","protocol-ui","ag-ui-protocol/ag-ui","https://github.com/ag-ui-protocol/ag-ui","","repo","A","known-primary","Reference protocol packages.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-copilotkit","engineering","protocol-ui","CopilotKit","https://docs.copilotkit.ai/","","docs","B","known-primary","AG-UI reference ecosystem.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-ont-prov-o","engineering","provenance","PROV-O","https://www.w3.org/TR/prov-o/","","standard","A","known-primary","Provenance model.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc8414","engineering","security","OAuth authorization server metadata RFC 8414","https://www.rfc-editor.org/rfc/rfc8414.html","","standard","A","known-primary","MCP auth discovery dependency.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc8707","engineering","security","OAuth resource indicators RFC 8707","https://www.rfc-editor.org/rfc/rfc8707.html","","standard","A","known-primary","MCP resource-bound token request.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-proto-oauth-rfc9728","engineering","security","OAuth protected resource metadata RFC 9728","https://www.rfc-editor.org/rfc/rfc9728","","standard","A","known-primary","MCP protected resource metadata.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-scxml","engineering","statecharts","SCXML","https://www.w3.org/TR/scxml/","","standard","A","known-primary","State machine notation and execution.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-statechartx","engineering","statecharts","StatechartX","https://github.com/comalice/statechartx/tree/dev-docs-rework","","repo","C","search-verified","Go statechart implementation with SCXML conformance claims; alpha.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-stately-studio","engineering","statecharts","Stately Studio","https://stately.ai/","","official-doc","B","known-primary","Visual modeling affordances.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-uml","engineering","statecharts","OMG UML specification","https://www.omg.org/spec/UML/","","standard","B","known-primary","UML state machine alignment.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-docs","engineering","statecharts","XState docs","https://stately.ai/docs","","official-doc","A","known-primary","XState v5 machines, actors, snapshots.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-graph","engineering","statecharts","XState graph docs","https://stately.ai/docs/graph","","official-doc","A","known-primary","Path generation/model-based testing.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-releases","engineering","statecharts","XState releases","https://github.com/statelyai/xstate/releases","","repo/release","A","search-verified","Current release evidence for XState statecharts/actors runtime.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-repo","engineering","statecharts","statelyai/xstate","https://github.com/statelyai/xstate","","repo","A","known-primary","Runtime implementation and graph utilities.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-state-xstate-scxml","engineering","statecharts","XState SCXML docs","https://statelyai-xstate.mintlify.app/advanced/scxml","","official-doc","A","search-verified","SCXML import/interoperability and feature support notes.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-openai-guardrails","engineering","validation","OpenAI guardrails docs","https://openai.github.io/openai-agents-python/guardrails/","","official-doc","A","known-primary","Runtime validation gates.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-ajv-docs","engineering","validation","Ajv docs","https://ajv.js.org/","","official-doc","A","known-primary","JS JSON Schema/JTD validator.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-ajv-repo","engineering","validation","ajv-validator/ajv","https://github.com/ajv-validator/ajv","","repo","A","known-primary","Implementation and release behavior.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-cue-docs","engineering","validation","CUE docs","https://cuelang.org/docs/","","official-doc","B","known-primary","Constraint language and validation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-cue-openapi","engineering","validation","CUE and OpenAPI","https://cuelang.org/docs/concept/how-cue-works-with-openapi/","","official-doc","B","search-verified","OpenAPI conversion limits.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jena-shacl","engineering","validation","Apache Jena SHACL","https://jena.apache.org/documentation/shacl/","","official-doc","B","known-primary","Java RDF validation engine.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-ietf","engineering","validation","IETF JSON Schema draft","https://datatracker.ietf.org/doc/html/draft-ietf-jsonschema-json-schema-01","","standards-draft","A","search-verified","2026 standards-track direction.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-spec","engineering","validation","JSON Schema spec repo","https://github.com/json-schema-org/json-schema-spec","","repo/spec","A","search-verified","Core/validation vocabularies.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-jsonschema-test-suite","engineering","validation","JSON Schema Test Suite","https://github.com/json-schema-org/JSON-Schema-Test-Suite","","repo","A","known-primary","Validator conformance.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-pydantic-core","engineering","validation","pydantic-core","https://github.com/pydantic/pydantic-core","","repo","A","known-primary","Runtime validation engine.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-pydantic-json-schema","engineering","validation","Pydantic JSON Schema","https://pydantic.dev/docs/validation/dev/concepts/json_schema/","","official-doc","A","search-verified","Validation/serialization modes and OpenAPI 3.1.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-pyshacl","engineering","validation","pySHACL","https://github.com/RDFLib/pySHACL","","repo","B","known-primary","Python SHACL engine.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-python-jsonschema","engineering","validation","python-jsonschema docs","https://python-jsonschema.readthedocs.io/en/stable/","","official-doc","B","search-verified","Python validator behavior and error structures.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-shacl","engineering","validation","SHACL Recommendation","https://www.w3.org/TR/shacl/","","standard","A","known-primary","RDF graph validation.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-shex","engineering","validation","ShEx semantics","https://shex.io/shex-semantics/","","standard","B","known-primary","RDF shape language alternative.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-docs","engineering","validation","TypeBox docs","https://sinclairzx81.github.io/typebox/","","official-doc","A","known-primary","JSON Schema as TypeScript builder.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-typebox-repo","engineering","validation","sinclairzx81/typebox","https://github.com/sinclairzx81/typebox","","repo","A","known-primary","Implementation and compiler.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-docs","engineering","validation","Zod docs","https://zod.dev/","","official-doc","A","known-primary","TypeScript validation and JSON Schema conversion.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-json-schema","engineering","validation","Zod JSON Schema","https://zod.dev/json-schema","","official-doc","A","search-verified","toJSONSchema conversion and unrepresentable types.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-val-zod-release-430","engineering","validation","Zod v4.3.0 release","https://github.com/colinhacks/zod/releases/tag/v4.3.0","","release-note","A","search-verified","fromJSONSchema and round-trip caveats.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"eng-fw-pydantic-graph","engineering","workflow","pydantic-graph","https://ai.pydantic.dev/graph/","","official-doc","B","search-verified","Type-centric finite state machine/workflow.","research/source-notes/phase-0b-expanded-engineering-corpus.md"
"lit-mech-elpo","literature","agentic-rl","Error-Localized Policy Optimization for Tool-Integrated LLM Reasoning","https://aclanthology.org/2026.acl-long.504/","2026","ACL","A","search-verified","Step-local credit assignment for long-horizon tool trajectories.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-react","literature","agent-loop","ReAct: Synergizing Reasoning and Acting","https://openreview.net/attachment?id=tvI4u1ylcqs&name=pdf","2023","ICLR","A","fetched","Interleaves reasoning, action, and observation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-reflexion","literature","agent-loop","Reflexion: Language Agents with Verbal Reinforcement Learning","https://ar5iv.labs.arxiv.org/html/2303.11366","2023","NeurIPS","A","fetched","Feedback-to-reflection memory without weight updates.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-self-refine","literature","agent-loop","Self-Refine: Iterative Refinement with Self-Feedback","https://arxiv.org/pdf/2303.17651","2023","NeurIPS","A","fetched","Generate, critique, refine loop.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-agentic-llms","literature","agent-survey","Agentic Large Language Models, a survey","https://arxiv.org/abs/2503.23037v2","2025","survey","A","search-verified","Organizes agentic LLMs by reason, act, interact.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-survey-language-to-action","literature","agent-survey","From Language to Action","https://link.springer.com/article/10.1007/s10462-025-11471-9","2026","survey","A","search-verified","Review of 2023-2025 autonomous agents and tool users.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-factored-agents","literature","architecture","Factored Agents","https://www.arxiv.org/pdf/2503.22931v1","2025","COLM","B","search-verified","Planner/memorizer split for robust tool use.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-agencybench","literature","benchmark","AgencyBench","https://github.com/GAIR-NLP/AgencyBench","2026","ACL","A","search-verified","Long-horizon 1M-token real-world agent tasks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-agentbench","literature","benchmark","AgentBench","https://github.com/THUDM/AgentBench","2024","ICLR","A","search-verified","Multi-environment benchmark for LLM-as-agent.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-agentcompany","literature","benchmark","TheAgentCompany","https://arxiv.org/abs/2412.14161","2025","NeurIPS","B","search-verified","Simulated software company benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-appworld","literature","benchmark","AppWorld","https://d6108366.hf-mirror.com/papers/2407.18901","2024","ACL","A","search-verified","Execution environment with 457 APIs and state-based tests.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-deepresearch","literature","benchmark","Ready For General Agents? Let's Test It","https://iclr-blogposts.github.io/2026/blog/2026/general-agent-evaluation/","2026","ICLR blogpost","C","search-verified","Cross-benchmark interface/evaluation contract critique.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-executable-suite","literature","benchmark","Executable Benchmarking Suite for Tool-Using Agents","https://arxiv.org/html/2605.11030v1","2026","paper","B","search-verified","Evidence-admission contract for executable agent benchmarks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-gaia","literature","benchmark","GAIA","https://arxiv.org/abs/2311.12983","2023","ICLR","A","known-primary","General AI assistant benchmark with tools/reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-osworld","literature","benchmark","OSWorld","https://github.com/xlang-ai/OSWorld","2024","NeurIPS","A","search-verified","Real computer environment for multimodal agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-realm","literature","benchmark","REALM-Bench","https://arxiv.org/pdf/2502.18836v1","2025","paper","C","search-verified","Real-world planning benchmark for LLMs and MAS.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-swebench","literature","benchmark","SWE-bench","https://github.com/SWE-bench/SWE-bench","2024","ICLR Oral","A","search-verified","Real GitHub issue resolution benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-swebench-mm","literature","benchmark","SWE-bench Multimodal","https://github.com/SWE-bench/SWE-bench","2025","ICLR","A","search-verified","Visual software-domain generalization.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-tau","literature","benchmark","tau-bench","https://arxiv.org/abs/2406.12045","2024","paper","A","search-verified","Tool-agent-user interaction with policy constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-tau2","literature","benchmark","tau2-bench","https://arxiv.org/abs/2506.07982","2025","paper","A","search-verified","Dual-control conversational agent evaluation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-terminal","literature","benchmark","Terminal-Bench","https://github.com/harbor-framework/terminal-bench","2026","paper/repo","A","search-verified","Hard terminal tasks in container environments.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-visualwebarena","literature","benchmark","VisualWebArena","https://jykoh.com/vwa","2024","ACL","A","known-primary","Visual web-agent benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-webarena","literature","benchmark","WebArena","https://webarena.dev","2024","ICLR","A","known-primary","Self-hostable realistic web environment.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-webvoyager","literature","benchmark","WebVoyager","https://arxiv.org/abs/2401.13919","2024","ACL","A","search-verified","End-to-end web agent with multimodal models.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-bench-workarena","literature","benchmark","WorkArena","https://arxiv.org/abs/2403.07718","2024","ICML","B","known-primary","Enterprise web workflow benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-compass","literature","context","COMPASS: Enhancing Agent Long-Horizon Reasoning with Evolving Context","https://aclanthology.org/2026.acl-long.152/","2026","ACL","A","search-verified","Separates tactical execution, strategic oversight, and context management.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-car","literature","dynamic-tools","CAR: Dynamic Tool Synthesis and Global Trajectory Rectification","https://aclanthology.org/2026.findings-acl.869.pdf","2026","ACL Findings","A","search-verified","Tool synthesis plus trajectory-level failure diagnosis and rectification.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-lumina","literature","evaluation","LUMINA","https://aclanthology.org/2026.findings-acl.190/","2026","Findings ACL","B","search-verified","Oracle counterfactual analysis of planning/state/context capabilities.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-androidworld","literature","gui-agent","AndroidWorld","https://arxiv.org/abs/2405.14573","2024","paper","B","search-verified","Mobile agent benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-gui-actor","literature","gui-agent","GUI-Actor","https://arxiv.org/abs/2506.03143","2025","paper","B","search-verified","Coordinate-free visual grounding.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-os-atlas","literature","gui-agent","OS-ATLAS","https://arxiv.org/abs/2410.23218","2025","ICLR","A","search-verified","Foundation action model for GUI agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-seeclick","literature","gui-agent","SeeClick","https://arxiv.org/abs/2401.10935","2024","ACL","A","search-verified","GUI grounding for visual agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-uitars","literature","gui-agent","UI-TARS","https://arxiv.org/abs/2501.12326","2025","paper","A","search-verified","Native GUI agent and system-2 reasoning for GUI tasks.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-gui-uitars2","literature","gui-agent","UI-TARS-2 Technical Report","https://arxiv.org/abs/2509.02544","2025","technical report","A","search-verified","All-in-one GUI/game/code/tool-use agent model.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-agemem","literature","memory","Agentic Memory","https://aclanthology.org/2026.acl-long.981/","2026","ACL","A","search-verified","LTM/STM memory operations as tool-like actions trained with RL.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-ama-bench","literature","memory","AMA-Bench","https://arxiv.org/abs/2602.22769v2","2026","arXiv","B","search-verified","Long-horizon memory evaluation for agent-environment trajectories.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-evomembench","literature","memory","EvoMemBench","https://arxiv.org/html/2605.18421","2026","arXiv","B","search-verified","Self-evolving agent memory benchmark across memory scope/content axes.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-evo-memory","literature","memory","Evo-Memory","https://arxiv.org/html/2511.20857","2025","arXiv","B","search-verified","Streaming benchmark for test-time learning with evolving memory.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-magma","literature","memory","MAGMA","https://aclanthology.org/2026.acl-long.1709.pdf","2026","ACL","A","search-verified","Multi-graph agentic memory over semantic, temporal, causal, and entity views.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-memexrl","literature","memory","Memex(RL)","https://arxiv.org/pdf/2603.04257","2026","arXiv","B","search-verified","Indexed experience memory with learned compression and dereferencing.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-memory-as-action","literature","memory","Memory as Action","https://arxiv.org/pdf/2510.12635","2025","arXiv","B","search-verified","Treats working-memory editing as intrinsic agent action.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-mempo","literature","memory","MemPO","https://aclanthology.org/2026.findings-acl.1166.pdf","2026","ACL Findings","A","search-verified","Self-memory policy optimization for long-horizon agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-memoryagentbench","literature","memory-benchmark","MemoryAgentBench","https://github.com/HUST-AI-HYZ/MemoryAgentBench","2026","ICLR/repo","A","search-verified","Incremental multi-turn memory benchmark with released evaluation code.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-agentverse","literature","multi-agent","AgentVerse","https://proceedings.iclr.cc/paper_files/paper/2024/file/578e65cdee35d00c708d4c64bce32971-Paper-Conference.pdf","2024","ICLR","A","fetched","Expert recruitment, decision-making, action, evaluation stages.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-autogen","literature","multi-agent","AutoGen","http://ryenwhite.com/papers/WuiCOLM2024.pdf","2024","COLM","A","fetched","Conversable agents and conversation programming.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-camel","literature","multi-agent","CAMEL","https://proceedings.neurips.cc/paper_files/paper/2023/file/a3621ee907def47c1b952ade25c67698-Paper-Conference.pdf","2023","NeurIPS","A","fetched","Role-playing communicative agents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-chatdev","literature","multi-agent","ChatDev","https://aclanthology.org/anthology-files/pdf/acl/2024.acl-long.810.pdf","2024","ACL","A","fetched","Chat-chain and communicative dehallucination.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-hima","literature","multi-agent","Society of Mind Meets Real-Time Strategy","https://openreview.net/forum?id=VYdbeSoXWD","2025","COLM","B","search-verified","Hierarchical imitation multi-agent control.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-metagpt","literature","multi-agent","MetaGPT","https://arxiv.org/html/2308.00352v7","2024","ICLR","A","fetched","SOP-based multi-agent collaboration.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-debate-du","literature","multi-agent-debate","Improving Factuality and Reasoning through Multiagent Debate","https://proceedings.mlr.press/v235/du24e.html","2024","ICML","A","fetched","Multi-round debate for factuality and reasoning.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-mad","literature","multi-agent-debate","Encouraging Divergent Thinking through Multi-Agent Debate","https://arxiv.org/pdf/2305.19118","2024","EMNLP","B","search-verified","Judge-managed debate and degeneration-of-thought issue.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-owl","literature","multi-agent-learning","OWL: Optimized Workforce Learning","https://proceedings.neurips.cc/paper_files/paper/2025/file/48dcc43a534c5b582f9d0fdb778e9b84-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Domain-agnostic planner, coordinator, and worker nodes.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-sirius","literature","multi-agent-learning","SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning","https://proceedings.neurips.cc/paper_files/paper/2025/file/b45279ac82cb017a5f55ea7d3653193a-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Experience library and trajectory augmentation for MAS optimization.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-g-memory","literature","multi-agent-memory","G-Memory","https://proceedings.neurips.cc/paper_files/paper/2025/file/136a45cd9b841bf785625709a19c6508-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Hierarchical memory for multi-agent systems.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rema","literature","multi-agent-rl","ReMA: Learning to Meta-think with Multi-agent RL","https://proceedings.neurips.cc/paper_files/paper/2025/file/b83514e453ff03741a5fb3e5e49f709b-Paper-Conference.pdf","2025","NeurIPS","A","search-verified","Meta-thinking agent and reasoning agent trained with MARL.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-rl-orchestration-traces","literature","multi-agent-rl","RL for LLM-based MAS through Orchestration Traces","https://arxiv.org/html/2605.02801","2026","paper","A","search-verified","Orchestration traces as credit/reward unit.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mech-malt","literature","multi-agent-training","MALT: Improving Reasoning with Multi-Agent LLM Training","https://openreview.net/attachment?id=jXP9bgFack&name=pdf","2025","COLM","A","search-verified","Generator/verifier/refiner training with multi-agent search tree.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-cqbycq","literature","ontology","CQbyCQ","https://arxiv.org/abs/2409.04543","2024","paper","B","search-verified","Competency questions to OWL-compliant schemas.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-edc","literature","ontology","Extract-Define-Canonicalize","https://arxiv.org/abs/2406.09164","2024","paper","B","search-verified","Schema normalization from LLM extraction.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-kg-survey","literature","ontology","LLM-empowered knowledge graph construction","https://arxiv.org/html/2510.20345v1","2025","survey","A","search-verified","LLMs across ontology engineering, extraction, fusion.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-llm-oe-slr","literature","ontology","Large Language Models for Ontology Engineering: SLR","https://www.semantic-web-journal.net/content/large-language-models-ontology-engineering-systematic-literature-review","2025","Semantic Web Journal","A","search-verified","Systematic review of LLM-assisted ontology engineering.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-neon-gpt","literature","ontology","NeOn-GPT extended pipeline","https://www.semantic-web-journal.net/system/files/swj4014.pdf","2026","Semantic Web Journal","A","search-verified","Methodology-grounded ontology construction and verification.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-ontogenia","literature","ontology","Ontology Generation using Large Language Models","https://arxiv.org/abs/2503.05388","2025","paper","B","search-verified","Metacognitive prompting and ontology design patterns.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-ontokg","literature","ontology","OntoKG","https://www.arxiv.org/pdf/2604.02618","2026","paper","B","search-verified","Ontology-oriented property graph schema design.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-wikontic","literature","ontology","Wikontic","https://aclanthology.org/2026.eacl-long.388.pdf","2026","EACL","A","search-verified","Ontology-aware KG construction with Wikidata constraints.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-owl-shacl-lessons","literature","ontology-validation","Lessons Learned from Combined OWL and SHACL Development","https://dl.acm.org/doi/full/10.1145/3731443.3771340","2025","K-CAP","A","search-verified","Joint OWL/SHACL engineering lessons.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-ont-shacl-shex-survey","literature","ontology-validation","Community Survey on SHACL and ShEx","https://arxiv.org/html/2606.03502","2026","paper","A","search-verified","RDF validation practice gaps and tooling needs.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-agentorchestra","literature","orchestration","AgentOrchestra","https://arxiv.org/html/2506.12508v1","2025","paper","B","fetched","Hierarchical planning and specialized subagents.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-aorchestra","literature","orchestration","AOrchestra","https://arxiv.org/pdf/2602.03786","2026","paper","A","fetched","Dynamic subagent creation.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-paramanager","literature","orchestration","Small Model as Master Orchestrator","https://arxiv.org/pdf/2604.17009","2026","paper","A","search-verified","Agent-as-tool action space and parallel decomposition.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-mas-uno-orchestra","literature","orchestration","Uno-Orchestra","https://arxiv.org/html/2605.05007v1","2026","paper","A","fetched","Selective delegation under cost budget.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-orchestrationbench","literature","orchestration-benchmark","OrchestrationBench","https://openreview.net/pdf?id=Oljnxmf4pc","2026","ICLR paper","A","search-verified","Workflow planning and constraint-aware tool execution benchmark.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-conductor","literature","orchestration-learning","Learning to Orchestrate Agents in Natural Language with the Conductor","https://openreview.net/forum?id=U23A2BUKYt","2026","ICLR poster","A","search-verified","RL-trained coordinator over heterogeneous worker LLMs.","research/source-notes/phase-0b-expanded-literature-corpus.md"
"lit-agent-mas-orchestra","literature","orchestration-learning","MAS-Orchestra","https://icml.cc/virtual/2026/poster/66445","2026","ICML poster","A","search-verified","Holistic MAS orchestration with controlled benchmark axes.","research/source-notes/phase-0b-expanded-literature-corpus.md"
