axiom_id,action,target_id,rationale,reviewer,status
AX_feedback_logging_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_logging_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_logging_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_logging_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_metrics_evaluation_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_plane_term_resolution,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_review_optimization_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feedback_warning_error_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_feeds_back_to_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_follows_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_generates_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_access_path_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_actor_authority_scope_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_actor_capability_binding_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_actor_role_binding_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_byte_count_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_checksum_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_confidence_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_content_block_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_control_topology_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_cost_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_description_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_duration_ms_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_end_time_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_error_code_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_exit_status_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_hash_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_identifier_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_instruction_authority_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_instruction_priority_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_instruction_scope_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_label_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_mime_type_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_part_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_priority_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_rank_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_receiver_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_retry_count_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_role_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_run_attempt_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_runtime_session_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_score_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_sender_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_source_location_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_source_reference_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_source_span_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_start_time_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_status_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_stderr_chunk_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_stdout_chunk_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_task_step_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_timestamp_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_token_count_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_turn_index_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_uri_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_version_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_visible_window_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_has_warning_code_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_index_build_run_produces_index_version_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_indexes_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_indexes_resource_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_container_command_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_content_block_modality_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_indexing_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_messages_instructions_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_output_disclosure_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_plane_term_resolution,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_contains_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_emits_event_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_event_observable,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_has_evidence_strength_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_has_source,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_has_state_datatype,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_info_storage_sources_plane_membership,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_ingested_into_context_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_ingestion_run_loads_document_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_ingestion_run_writes_to_memory_store_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_instruction_flagged_as_prompt_injection_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_invokes_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_invokes_tool_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_is_a_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_is_part_of_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_isolates_context_for_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_learning_signal_derived_from_feedback_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_learning_signal_updates_memory_preference_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_learning_signal_updates_routing_policy_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_learning_signal_updates_tool_selection_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_log_listener_subscribes_to_stream_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_log_record_appended_to_audit_log_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_log_stream_carries_log_record_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_log_stream_delivered_to_event_sink_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_log_subscription_registers_listener_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_long_term_memory_materializes_record_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_benchmark_score_to_metric_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_canonical_term_to_external_construct_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_external_construct_to_canonical_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_external_term_to_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_framework_handoff_to_canonical_handoff_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_framework_trace_to_trace_record_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_protocol_capability_to_canonical_capability_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
AX_maps_protocol_message_to_canonical_message_domain_range,remove_generated_or_redundant_template,,"The record mechanically restated membership, evidence, datatype, or domain/range already represented by canonical ownership, fields, and relations.",codex-axiom-migration-reviewer,accepted
