relation_id,action,target_relation_id,target_relation_ids,target_mapping_id,rationale,reviewer,status
has_instruction_scope,migrate_reviewed_relation,has_instruction_scope,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_mime_type,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_part,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_receiver,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_role,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_run_attempt,merge_into_reviewed_relation,RuntimeSession-has_attempt-RunAttempt,"[""RuntimeSession-has_attempt-RunAttempt""]",,“has_run_attempt” and “RuntimeSession-has_attempt-RunAttempt” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
has_runtime_session,merge_into_reviewed_relation,AgentSystem-hosts-RuntimeSession,"[""AgentSystem-hosts-RuntimeSession""]",,“has_runtime_session” and “AgentSystem-hosts-RuntimeSession” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
has_sender,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_source_location,merge_into_reviewed_relation,SourceReference-located_at-SourceLocation,"[""SourceReference-located_at-SourceLocation""]",,“has_source_location” and “SourceReference-located_at-SourceLocation” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
has_source_reference,migrate_reviewed_relation,has_source_reference,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_source_span,migrate_reviewed_relation,has_source_span,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_stderr_chunk,migrate_reviewed_relation,has_stderr_chunk,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_stdout_chunk,migrate_reviewed_relation,has_stdout_chunk,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_task_step,merge_into_reviewed_relation,TaskPlan-contains_step-TaskStep,"[""TaskPlan-contains_step-TaskStep""]",,“has_task_step” and “TaskPlan-contains_step-TaskStep” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
has_turn_index,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
has_version,migrate_reviewed_relation,has_version,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
has_visible_window,migrate_reviewed_relation,has_visible_window,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
index_build_run_produces_index_version,merge_into_reviewed_relation,IndexBuildRun-produces-IndexVersion,"[""IndexBuildRun-produces-IndexVersion""]",,“index_build_run_produces_index_version” and “IndexBuildRun-produces-IndexVersion” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
indexes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
indexes_resource,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_container_command_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_container_command_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_content_block_modality_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_content_block_modality_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_indexing_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_indexing_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_messages_instructions_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_messages_instructions_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_output_disclosure_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_output_disclosure_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_storage_sources_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
info_storage_sources_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
ingested_into_context,migrate_reviewed_relation,ingested_into_context,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
ingestion_run_loads_document,migrate_reviewed_relation,ingestion_run_loads_document,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
ingestion_run_writes_to_memory_store,migrate_reviewed_relation,ingestion_run_writes_to_memory_store,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
instruction_flagged_as_prompt_injection,migrate_reviewed_relation,instruction_flagged_as_prompt_injection,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
invokes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
invokes_tool,migrate_reviewed_relation,invokes_tool,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
is_a,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
is_part_of,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
isolates_context_for,migrate_reviewed_relation,isolates_context_for,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
learning_signal_derived_from_feedback,migrate_reviewed_relation,learning_signal_derived_from_feedback,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
learning_signal_updates_memory_preference,migrate_reviewed_relation,learning_signal_updates_memory_preference,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
learning_signal_updates_routing_policy,migrate_reviewed_relation,learning_signal_updates_routing_policy,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
learning_signal_updates_tool_selection,migrate_reviewed_relation,learning_signal_updates_tool_selection,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
log_listener_subscribes_to_stream,migrate_reviewed_relation,log_listener_subscribes_to_stream,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
log_record_appended_to_audit_log,migrate_reviewed_relation,log_record_appended_to_audit_log,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
log_stream_carries_log_record,merge_into_reviewed_relation,LogStream-contains-LogRecord,"[""LogStream-contains-LogRecord""]",,“log_stream_carries_log_record” and “LogStream-contains-LogRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
log_stream_delivered_to_event_sink,migrate_reviewed_relation,log_stream_delivered_to_event_sink,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
log_subscription_registers_listener,migrate_reviewed_relation,log_subscription_registers_listener,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
long_term_memory_materializes_record,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
maps_benchmark_score_to_metric,migrate_reviewed_relation,maps_benchmark_score_to_metric,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
maps_canonical_term_to_external_construct,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
maps_external_construct_to_canonical,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
maps_external_term_to,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
maps_framework_handoff_to_canonical_handoff,merge_into_reviewed_relation,FrameworkHandoffMapping-maps_to-Handoff,"[""FrameworkHandoffMapping-maps_to-Handoff""]",,“maps_framework_handoff_to_canonical_handoff” and “FrameworkHandoffMapping-maps_to-Handoff” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_framework_trace_to_trace_record,merge_into_reviewed_relation,FrameworkTraceMapping-maps_to-TraceRecord,"[""FrameworkTraceMapping-maps_to-TraceRecord""]",,“maps_framework_trace_to_trace_record” and “FrameworkTraceMapping-maps_to-TraceRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_protocol_capability_to_canonical_capability,migrate_reviewed_relation,maps_protocol_capability_to_canonical_capability,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
maps_protocol_message_to_canonical_message,merge_into_reviewed_relation,ProtocolMessageMapping-maps_to-Message,"[""ProtocolMessageMapping-maps_to-Message""]",,“maps_protocol_message_to_canonical_message” and “ProtocolMessageMapping-maps_to-Message” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_protocol_task_to_canonical_task,merge_into_reviewed_relation,ProtocolTaskMapping-maps_to-Task,"[""ProtocolTaskMapping-maps_to-Task""]",,“maps_protocol_task_to_canonical_task” and “ProtocolTaskMapping-maps_to-Task” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_protocol_trust_to_trust_boundary,merge_into_reviewed_relation,ProtocolTrustMapping-maps_to-TrustBoundary,"[""ProtocolTrustMapping-maps_to-TrustBoundary""]",,“maps_protocol_trust_to_trust_boundary” and “ProtocolTrustMapping-maps_to-TrustBoundary” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_schema_profile_to_schema_artifact,migrate_to_structured_external_mapping,,[],SchemaAdapter-external-family-mapping,"A schema-profile correspondence belongs in a versioned, directional structured external mapping with loss notes, not in the runtime object graph; only SchemaAdapter produces SchemaArtifact remains as a runtime fact.",codex-legacy-relation-reviewer,accepted
maps_statechart_state_to_snapshot,merge_into_reviewed_relation,StatechartAdapter-maps_state_to-StateSnapshot,"[""StatechartAdapter-maps_state_to-StateSnapshot""]",,“maps_statechart_state_to_snapshot” and “StatechartAdapter-maps_state_to-StateSnapshot” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
maps_to,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
matches_tool,migrate_reviewed_relation,matches_tool,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_authorization_authorizes_prompt_get,migrate_reviewed_relation,mcp_authorization_authorizes_prompt_get,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_authorization_authorizes_resource_read,migrate_reviewed_relation,mcp_authorization_authorizes_resource_read,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_authorization_authorizes_tool_call,migrate_reviewed_relation,mcp_authorization_authorizes_tool_call,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_authorization_maps_to_authorization_grant,migrate_reviewed_relation,mcp_authorization_maps_to_authorization_grant,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_client_opens_session,migrate_reviewed_relation,mcp_client_opens_session,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_elicitation_requests_additional_input,merge_into_reviewed_relation,MCPElicitation-requests-AdditionalInput,"[""MCPElicitation-requests-AdditionalInput""]",,“mcp_elicitation_requests_additional_input” and “MCPElicitation-requests-AdditionalInput” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
mcp_prompt_list_contains_prompt_definition,migrate_reviewed_relation,mcp_prompt_list_contains_prompt_definition,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_resource_list_contains_resource_definition,migrate_reviewed_relation,mcp_resource_list_contains_resource_definition,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_server_exposes_prompt_list,migrate_reviewed_relation,mcp_server_exposes_prompt_list,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_server_exposes_resource_list,migrate_reviewed_relation,mcp_server_exposes_resource_list,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
mcp_server_exposes_tool_list,merge_into_reviewed_relation,MCPServer-publishes-MCPToolList,"[""MCPServer-publishes-MCPToolList""]",,“mcp_server_exposes_tool_list” and “MCPServer-publishes-MCPToolList” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
mcp_session_uses_transport,merge_into_reviewed_relation,MCPSession-uses_transport-MCPTransport,"[""MCPSession-uses_transport-MCPTransport""]",,“mcp_session_uses_transport” and “MCPSession-uses_transport-MCPTransport” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_audit_event_records_memory_operation,migrate_reviewed_relation,memory_audit_event_records_memory_operation,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_chunking_situating_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_compaction_compacts_record,migrate_reviewed_relation,memory_compaction_compacts_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_conflict_flags_record,migrate_reviewed_relation,memory_conflict_flags_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_consolidation_merges_records,migrate_reviewed_relation,memory_consolidation_merges_records,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_consolidation_produces_summary,migrate_reviewed_relation,memory_consolidation_produces_summary,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_context_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_decay_lowers_record_priority,migrate_reviewed_relation,memory_decay_lowers_record_priority,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_delete_removes_record,migrate_reviewed_relation,memory_delete_removes_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_discard_rejects_item,migrate_reviewed_relation,memory_discard_rejects_item,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_embedding_indexes_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_eviction_evicts_record,migrate_reviewed_relation,memory_eviction_evicts_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_expiration_expires_record,migrate_reviewed_relation,memory_expiration_expires_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_file_materializes_record,merge_into_reviewed_relation,MemoryFile-materializes-MemoryRecord,"[""MemoryFile-materializes-MemoryRecord""]",,“memory_file_materializes_record” and “MemoryFile-materializes-MemoryRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_ingestion_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_lifecycle_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_merge_combines_records,migrate_reviewed_relation,memory_merge_combines_records,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_poisoning_signal_flags_memory_record,migrate_reviewed_relation,memory_poisoning_signal_flags_memory_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_record_belongs_to_data_zone,migrate_reviewed_relation,memory_record_belongs_to_data_zone,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_record_belongs_to_namespace,merge_into_reviewed_relation,MemoryRecord-member_of-MemoryNamespace,"[""MemoryRecord-member_of-MemoryNamespace""]",,“memory_record_belongs_to_namespace” and “MemoryRecord-member_of-MemoryNamespace” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_record_has_scope,merge_into_reviewed_relation,MemoryRecord-scoped_by-MemoryScope,"[""MemoryRecord-scoped_by-MemoryScope""]",,“memory_record_has_scope” and “MemoryRecord-scoped_by-MemoryScope” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_reflection_produces_reflective_memory,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_retrieval_ranking_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_store_governed_by_retention_policy,migrate_reviewed_relation,memory_store_governed_by_retention_policy,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_store_has_namespace,migrate_reviewed_relation,memory_store_has_namespace,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_stores_scopes_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
memory_supersession_replaces_record,migrate_reviewed_relation,memory_supersession_replaces_record,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_update_crosses_trust_boundary,migrate_reviewed_relation,memory_update_crosses_trust_boundary,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
memory_update_updates_record,retire_after_immutable_update_split,,"[""MemoryUpdate-produces-MemoryRecord"",""MemoryUpdate-supersedes-MemoryRecord""]",,The generic updates predicate implies in-place mutation and is retired; an immutable update is expressed by producing a new version and superseding the old one.,codex-legacy-relation-reviewer,accepted
memory_validation_evaluates_record,merge_into_reviewed_relation,MemoryValidation-evaluates-MemoryRecord,"[""MemoryValidation-evaluates-MemoryRecord""]",,“memory_validation_evaluates_record” and “MemoryValidation-evaluates-MemoryRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_write_creates_record,merge_into_reviewed_relation,MemoryWrite-produces-MemoryRecord,"[""MemoryWrite-produces-MemoryRecord""]",,“memory_write_creates_record” and “MemoryWrite-produces-MemoryRecord” assert the same verifiable fact; the semantically sharper target is retained with all evidence and examples migrated.,codex-legacy-relation-reviewer,accepted
memory_write_evaluated_by_policy_decision,migrate_reviewed_relation,memory_write_evaluated_by_policy_decision,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
message_scanned_by_pattern_scan,migrate_reviewed_relation,message_scanned_by_pattern_scan,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
metric_measures_run_attempt,migrate_reviewed_relation,metric_measures_run_attempt,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
metric_measures_tool_call,migrate_reviewed_relation,metric_measures_tool_call,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
observed_as_context_input,merge_into_reviewed_relation,ContextIngressEvent-makes_available-CommandOutputObservation,"[""ContextIngressEvent-makes_available-CommandOutputObservation""]",,"The legacy assertion is represented once by the retained canonical relation; its former direction is exposed through the reviewed inverse reading.",codex-legacy-relation-reviewer,accepted
observes,retire_after_endpoint_or_semantic_review,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
opens_runtime_session,migrate_reviewed_relation,opens_runtime_session,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
optimization_loop_consumes_feedback,migrate_reviewed_relation,optimization_loop_consumes_feedback,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
optimization_loop_consumes_metric,migrate_reviewed_relation,optimization_loop_consumes_metric,[],,"Endpoint, direction, evidence, and non-placeholder semantics were accepted and enriched in the canonical relation contract.",codex-legacy-relation-reviewer,accepted
orchestration_actors_delegation_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_actors_delegation_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_actors_delegation_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_composition_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_composition_emits_event,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_composition_relates,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
orchestration_evaluation_contains,remove_generated_placeholder,,[],,"The relation was a generated placeholder, used a pseudo endpoint, duplicated taxonomy, or lost its subject after reviewed concept disposition.",codex-legacy-relation-reviewer,accepted
