definition_id,action,target_id,rationale,reviewer,status
AX_info_storage_sources_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_info_storage_sources_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_info_storage_sources_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_info_storage_sources_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_ingested_into_context_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_ingestion_run_loads_document_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_ingestion_run_writes_to_memory_store_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_instruction_flagged_as_prompt_injection_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_invokes_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_invokes_tool_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_is_a_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_is_part_of_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_isolates_context_for_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_learning_signal_derived_from_feedback_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_learning_signal_updates_memory_preference_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_learning_signal_updates_routing_policy_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_learning_signal_updates_tool_selection_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_log_listener_subscribes_to_stream_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_log_record_appended_to_audit_log_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_log_stream_carries_log_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_log_stream_delivered_to_event_sink_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_log_subscription_registers_listener_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_long_term_memory_materializes_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_benchmark_score_to_metric_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_canonical_term_to_external_construct_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_external_construct_to_canonical_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_external_term_to_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_framework_handoff_to_canonical_handoff_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_framework_trace_to_trace_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_protocol_capability_to_canonical_capability_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_protocol_message_to_canonical_message_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_protocol_task_to_canonical_task_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_protocol_trust_to_trust_boundary_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_schema_profile_to_schema_artifact_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_statechart_state_to_snapshot_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_maps_to_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_matches_tool_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_authorization_authorizes_prompt_get_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_authorization_authorizes_resource_read_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_authorization_authorizes_tool_call_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_authorization_maps_to_authorization_grant_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_client_opens_session_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_elicitation_requests_additional_input_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_prompt_list_contains_prompt_definition_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_resource_list_contains_resource_definition_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_server_exposes_prompt_list_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_server_exposes_resource_list_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_server_exposes_tool_list_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_mcp_session_uses_transport_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_audit_event_records_memory_operation_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_emits_event_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_chunking_situating_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_compaction_compacts_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_conflict_flags_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_consolidation_merges_records_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_consolidation_produces_summary_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_emits_event_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_context_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_context_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_decay_lowers_record_priority_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_delete_removes_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_discard_rejects_item_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_emits_event_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_embedding_indexes_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_eviction_evicts_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_expiration_expires_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_file_materializes_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_emits_event_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_ingestion_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_ingestion_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_lifecycle_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_merge_combines_records_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_plane_term_resolution,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_poisoning_signal_flags_memory_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_record_belongs_to_data_zone_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_record_belongs_to_namespace_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_record_has_scope_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_reflection_produces_reflective_memory_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_emits_event_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_retrieval_ranking_relates_domain_range,remove_stale_generated_definition,,The definition referred to a generated relation record absent from the frozen canonical inventory.,codex-definition-migration-reviewer,accepted
AX_memory_store_governed_by_retention_policy_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_store_has_namespace_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_stores_scopes_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_supersession_replaces_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_update_crosses_trust_boundary_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_update_updates_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_validation_evaluates_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_write_creates_record_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_memory_write_evaluated_by_policy_decision_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_message_scanned_by_pattern_scan_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_metric_measures_run_attempt_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_metric_measures_tool_call_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_no_hidden_chain_of_thought_required,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_no_metadata_terms_in_subject_terms,merge_into_canonical_owner,AX_no_metadata_terms_in_subject_terms,"The trilingual definition is now stored once with its canonical node, relation, or root constraint.",codex-definition-migration-reviewer,accepted
AX_observed_as_context_input_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_observes_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_opens_runtime_session_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_optimization_loop_consumes_feedback_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_optimization_loop_consumes_metric_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_actors_delegation_relates_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_contains_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_emits_event_domain_range,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_event_observable,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_has_evidence_strength_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_has_source,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_has_state_datatype,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
AX_orchestration_composition_plane_membership,retire_with_reviewed_legacy_disposition,,"The owning legacy record was removed, merged, or converted during reviewed migration; no detached definition remains.",codex-definition-migration-reviewer,accepted
