entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
PermissionPrompt,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026""]","[""eng-fw-openai-tracing"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PermissionResponse,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PermissionScope,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PersistentContextRisk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PoisonedRetrievedChunk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PoisonedToolDescription,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PolicyAction,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PolicyCondition,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PolicyDecision,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PolicyException,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PolicyRule,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PreferenceMemory,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ProcessPolicy,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ProgressiveDisclosure,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PromptChain,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-react""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-agent-conductor"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
PromptInjectionSignal,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Proxy,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ProxyRoute,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
QuarantineAction,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RankFusion,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RecoveryAction,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-docs"",""lit-mech-reflexion""]","[""eng-fw-langsmith-docs"",""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-self-refine""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RecoveryPlan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Redaction,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RedactionRule,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ReflectionRecord,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RemoteAgentBoundary,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ResourceContentPoisoning,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ResponsibilityTransfer,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RetrievalQuery,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RetrievedChunk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-mech-compass""]","[""lit-agent-ama-bench"",""lit-agent-magma""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RetryableError,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RetryPolicy,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Review,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""lit-mech-reflexion""]","[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-self-refine""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ReviewAssignment,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ReviewEvent,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""lit-mech-reflexion""]","[""eng-fw-openai-tracing"",""lit-agent-conductor""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
ReviewFinding,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RevisionPlan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RiskSignal,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RiskSink,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RiskSource,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RobustnessMetric,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RollbackAction,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Route,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RoutingDecision,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RoutingPolicy,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
RoutingTarget,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Rubric,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SafetyMetric,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Sandbox,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026"",""lit-security-mas-code""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SandboxCommand,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026"",""lit-bench-terminal""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SandboxEscapeRisk,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SanitizationAction,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Score,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SectionAssignment,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Sectioning,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SensitiveSpan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SideEffect,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SituatingPromptRun,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Socket,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SOCKSProxy,retain canonical record source set and convert it into direct scoped claims,"[""eng-security-mcp-nsa-2026""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SourceAttachment,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-mas-generative-agents"",""lit-mech-compass""]","[""eng-fw-langchain-agents"",""lit-agent-memexrl""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SourceSinkFlow,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SparseVector,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-magma"",""lit-agent-memexrl"",""lit-mech-compass""]","[""lit-agent-ama-bench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
StopCondition,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
StopRetryLineage,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Subagent,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""lit-agent-conductor""]","[""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SubagentContext,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SubagentRole,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SuccessCriterion,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langsmith-docs"",""eng-fw-openai-tracing"",""lit-mech-reflexion"",""lit-mech-self-refine""]","[""eng-fw-openai-guardrails""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SuppressedOutput,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
Synthesis,retain canonical record source set and convert it into direct scoped claims,"[""lit-agent-conductor"",""lit-mech-compass""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SynthesisInput,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SynthesisOutput,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
SynthesisPlan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-crewai-flows"",""eng-fw-langgraph-graph-api"",""lit-mech-self-consistency""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaintedSource,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaintedSpan,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaintPropagation,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaskCompletionCriterion,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaskConstraint,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaskDependency,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-orchestrationbench""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
TaskDistribution,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
